"id","nama_obat","khasiat","efek_samping","deskripsi","foto_obat"
"233","Seledri","Masuk Angin, Mual, Diare, Hipertensi, Vertigo, Rematik, Asam Urat, Alergi, dan Batuk.","Seledri dapat menyebabkan inflamasi pada kulit dan sensitivitas matahari. Wanita hamil dan menyusui sebaiknya menghindari mengonsumsi seledri selama masa kehamilan. Konsumsi seledn dalam jumlah besar dapat menyebabkan kontaksi uterus dan keguguran.

Seledri juga menyebabkan alergi pada orang yang sensitif pada beberapa tanaman termasuk wortel dan dandelion. Penyakit ini disebut sindrom celery-carrot-mugwort- spice. Sensitivitas silang pada seledri telah terjadi pada pasien yang alergi dandelion dan wortel.

Seseorang yang menggunakan warfarin dan seledri pada waktu yang bersamaan memiliki kemungkinan mengalami perdarahan. Mengonsumsi seledri bersamaan dengan pengobatan yang meningkatkan sensitivitas terhadap sinar matahari dapat meningkatkan kemungkinan kulit terbakar, melepuh arau ruam-ruam jika terpapar sinar matahari. Efek samping fotosensitivitas ini akibat adanya senyawa furanokumarin dalam seledri.

Efek samping seledri dapat diminimalisasi dengan menghindari penggunaan seledri bersamaan dengan obat antikoagulan (walfarin) dan obat yang meningkatkan sensitivitas terhadap sinar matahari (amitriptyline, ciprofloxacin, norfloxacin, trimetroprim, tetracycline, dan trioxalen).","Herba dengan batang beruas, bercabang, tegak, hijau pucat. Daun majemuk, daun muda melebar atau meluas dari dasar, hijau mengilap. Bunga tunggal, tangkai jelas, sisi kelopak yang tersembunyi, daun bunga putih kehijauan atau merah jambu pucat dengan ujung yang bengkok. Bunga betina majemuk, tidak bertangkai atau bertangkai pendek, sering mempunyai daun berhadapan atau berbatasan dengan tirai bunga. Panjang buah 3 mm.","https://storage.googleapis.com/herbitionalbucket/foto_obat/seledri.jpg"
"234","Selungkit","Luka dan Demam.","Belum ditemukan literatur yang menyebutkan adanya efek samping dari konsumsi daun dan kulit batang tanaman selungkit. Sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Semak atau pohon kecil dapat mencapai tinggi s m. Percabangan berambut, dengan duri-duri halus panjangnya 5- 10 mm. Daun membulat telur hingga elipa, panjang 1-3 cm, meruncing pada kedua ujungnya, tangkai daun pendek. Bunga berwarna putih. Buah merah berdaging, panjang hingga 7 mm.","https://storage.googleapis.com/herbitionalbucket/foto_obat/selungkit.jpg"
"235","Sembung","Lebam, Bisul, Gatal-gatal, Koreng, Kejang Perut, Masuk Angin, Kolera, Malaria, dan Demam.","Penggunaan sembung umumnya dianggap aman. Namun, sebagai kewaspadaan dan peringatan sebaiknya bagi ibu hamil dan menyusui hindari konsumsi sembung. Selain itu sembung dapat menyebabkan reaksi alergi bagi orang yang sensitif terhadap tanaman ragweed dan kerabatnya. Efek sampingnya adalah gatal dan iritasi kulit.","Perdu dengan tinggi 1-4 m tegak. Batang berbulu lebat dan halus, lunak berwarna kelabu. Daun bagian bawah bertangkai, sedangkan bagian atas merupakan daun duduk, pinggiran daunnya bergigi, permukaan daun atas berambut agak kasar, sedangkan bagian bawah berambut halus. Bunga malai keluar dari ujung cabang, berwarna kuning.

","https://storage.googleapis.com/herbitionalbucket/foto_obat/sembung2.jpg"
"236","Senduduk","Diare, Disentri, Tonikum, Keputihan, Luka, Wasir, Penawar Racun, dan Sakit Gigi.","Beberapa hal ini perlu diperhatikan sebagai sikap kewaspadaan.

1. Bagi yang sedang hamil dan menyusui: jangan mengonsumsinya.

2. Bagi anak-anak: sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Herba atau pohon kecil yang tingginya 25 m. Batang mempunyai banyak percabangan dan berbulu halus. Bentuk daun lonjong atau elips sampai ke lanset. Pertulangan daun nampak jelas dari pangkal sampai ujung daun, warna helaian daun sebelah atas adalah hijau dan bagian bawah hijau pucat, daun berbulu halus Perbungaan di ujung cabang (3-12 bunga), warna merah. Buah kecil, bentuk seperti kapsul, warna biru tua sampai hitam, warna biji oranye.","https://storage.googleapis.com/herbitionalbucket/foto_obat/senduduk.jpg"
"237","Senggugu","Asma, Rematik, Borok, Batuk, dan Cacingan.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi bagian tanaman dari senggugu. Sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Perdu tegak, tinggi 1-3 m, batangnya berongga, berbongkol besar, serta warna akarnya abu kehitaman. Daun tunggal, tebal dan kaku, bertangkai pendek, letak berhadapan, bentuk bundar telur sampai lanset, ujung dan pangkal runcing, tepi bergigi tajam, pertulangan menyirip, kedua permukaan berambut halus, panjang 8-30 cm, lebar 4-114 cm, warnanya hijau. Perbungaan majemuk malai, berwarna putih keunguan, keluar dari ujung-ujung tangkai. Buah buni, bulat telur, masih muda hijau, setelah tua hitam.","https://storage.googleapis.com/herbitionalbucket/foto_obat/senggugu.png"
"238","Sengon","Luka.","Tidak disarankan dikonsumsi oleh wanita hamil. Dapat menyebabkan alergi bagi seseorang yang memang hipersensitif terhadap jenis tanaman sengon.","Pohon yang tingginya dapat mencapai 45 m dengan diameter batang sekitar 70-80 cm. Bentuk batang bulat dan tidak berbanir. Kulit luarnya berwarna putih atau kelabu, tidak beralur, dan tidak mengelupas. Daun tersusun majemuk menyirip ganda dengan anak daunnya kecil-kecil dan mudah rontok. Bunga tersusun dalam bentuk malai berukuran sekitar o,5-1 cm, berwarna putih kekuning-kuningan dan sedikit berbulu. Buah berbentuk polong, pipih, tipis, dan panjangnya sekitar 6-12 cm. Setiap polong berisi 15-30 biji. Bentuk biji mirip perisai kecil dan jika sudah tua biji akan berwarna cokelat kehitaman, agak keras, dan berlilin.","https://storage.googleapis.com/herbitionalbucket/foto_obat/sengon.jpg"
"239","Sereh","Flu, Batuk, dan Kanker.","Konsumsi pengobatan sereh tidak diperbolehkan untuk wanita hamil dan ibu menyusui. Hindari menggunakan minyak serai jika Anda memiliki glaukoma. Gunakan pengobatan sereh dengan hati- hati jika Anda memiliki kondisi hiperplasia prostat, hipersensitivitas kulit, atau masalah-masalah kulit yang parah.

Belum ada informasi yang didokumentasikan tentang interaksi obat-obatan dengan penggunaan minyak sereh. Namun, sebaiknya konsultasikan dengan dokter atau pusat kesehatan terdekat sebelum menggunakan pengobatan berbahan sereh pada saat sedang minum obat yang diresepkan dokter.","Semak yang memiliki akar serabut besar dan berimpang pendek. Batang bergerombol dan berumbi, serta lunak dan berongga. Isi batangnya merupakan pelepah umbi untuk pucuk dan berwarna putih kekuningan. Batang bersifat kaku dan mudah patah, tumbuh tegak lurus di atas tanah. Daun berwarna hijau dan tidak bertangkai. Daunnya kesat, panjang, dan runcing, hampir menyerupai daun lalang. Tulang daun tersusun sejajar, panjang daun 50-100 cm, sedangkan lebarnya kira-kira 2 cm. Pada permukaan dan bagian bawah daunnya berbulu halus. Bunga tidak memiliki mahkota dan mengandung bulir.","https://storage.googleapis.com/herbitionalbucket/foto_obat/sereh.jpg"
"240","Sereh Wangi","Peluruh Kencing, Peluruh Keringat, Batuk, Batuk Berdahak, Bahan Kumur, dan Penghangat Badan.","Meskipun belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi sereh wangi. Sebaiknya beberapa hal ini perlu diperhatikan sebagai sikap kewaspadaan.

1. Bagi yang sedang hamil dan menyusui: jangan mengonsumsinya.

2. Bagi anak-anak: sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Herba menahun dengan tinggi so- 100 cm. Panjang daunnya mencapai im dan lebar 1,5 cm. Tanaman serai wangi tumbuh berumpun. Daun tunggal berjumbai, panjang sampai 1 m, lebar 1,5 cm, bagian bawahnya agak kasar, tulang daun sejajar. Batang tidak berkayu, berusuk-rusuk pendek, dan berwarna putih. Akarnya serabut.","https://storage.googleapis.com/herbitionalbucket/foto_obat/sereh-wangi1.jpg"
"241","Sesawi Langit","Sakit Perut dan Batuk.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi akar dan daun sesawi langit. Sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Herba semusim tegak dengan tinggi 15-150 cm, bercabang banyak, dan batangnya menggalah. Daun pada bagian dasar berkumpul pada bagian atas berseling dengan tangkai pendek. Perbungaan di ujung bercabang banyak, bunga berwarna ungu terang berkelompok 5-20 kuntum.","https://storage.googleapis.com/herbitionalbucket/foto_obat/sesawi-langit.jpg"
"242","Sidaguri","Asam Urat, Rematik, Bisul, Kudis, Eksim, Gatal, dan Bengkak.","Alkaloid dan efedrine yang terkandung dalam sidaguri menyebabkan orang harus berhati-hati dalam mengonsumsinya. Orang yang sensitif terhadap alkaloid efedrine tidak disarankan untuk menggunakannya. Begitu pula anak- anak dan wanita hamil atau yang sedang menyusui.","Herba dengan tinggi mencapai 2 m, bercabang, dan ditumbuhi banyak bulu- bulu yang rapat Batang agak liat, bulat, dan berwarna coklat. Daun tunggal berbentuk jantung atau belah ketupat, letaknya berseling dan bertangkai pendek Bunga tunggal, muncul dari ketiak daun, warnanya kuning cerah. Mahkota bunga hijau, ujungnya melengkung. Buahnya buah batu, buah muda berwarna hijau dan buah tua berwarna hitam. Di kulit buah terdapat semacam jarum keluar.","https://storage.googleapis.com/herbitionalbucket/foto_obat/sidaguri.jpg"
"243","Singa Depa","Tonikum","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi dari konsumsi akar efek samping singa depa.","Bentuknya tegak, sebagian berkayu dan bersemak dengan tinggi mencapai 10- 35 cm, tanaman tidak terlalu rimbun. Bentuk daun bervariasi pada beberapa tanaman ada yang elips, berbentuk lonjong seperti telur, berbentuk persegi panjang berukuran sekitar 8-17 cm x 3-14 cm. Bunganya tumbuh dari ketiak, menumpuk dari dasar batang yang panjangnya 12 cm. Berwarna cokelat keunguan di luar dan cokelat kekuningan di bagian dalam.","https://storage.googleapis.com/herbitionalbucket/foto_obat/singa-depa.jpg"
"244","Sintok","Terkilir, Bengkak, Encok, dan Digigit Serangga.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari penggunaan tanaman sintok.","Pohon dengan tinggi mencapai 35 m, diameter batang dapat mencapai 70 cm. Kayu berwarna cokelat merah atau cokelat kelabu mengilap seperti perak, berbau adas dan lada, halus, kulit kayu tebal mudah pecah. Daun agak tebal dan kusam, tulang daun menjari tiga terlihat jelas, daun muda berwarna merah-ungu kehijauan, permukaan daunnya mengilap. Perbungaan berbentuk malai. Buah terdapat di ujung percabangan, dengan satu buah terdapat satu biji. Warna buah muda hijau dan buah tua hitam.","https://storage.googleapis.com/herbitionalbucket/foto_obat/sintok.jpg"
"245","Sintrong","Hipertensi.","Tumbuhan ini ditengarai mengandung alkaloida pirolizidina yang bisa memicu tumor sehingga sebaiknya sebelum mengonsumsinya terlebih dahulu berkonsultasi dengan dokter atau herbalis. Ibu hamil dan menyusui sebaiknya menghindari konsumsi tanaman sintrong ini. Sementara itu, untuk anak-anak sebaiknya mengkonsultasikan dosis konsumsinya terlebih dahulu kepada dokter atau herbalis.","Herba semusim sukulen dengan tinggi 30-150 cm dan bercabang banyak. Batangnya tebal berdaging dengan rusuk yang cukup kuat. Daun tersusun berseling, berbentuk elip atau bulat telur menyirip dengan lekukan-lekukan yang dalam dan bergerigi kasar tidak teratur. Bunga mengumpul di ujung batang dengan tangkai pendek, berwarna violet. Biji kecil berwarna putih pada bagian bawahnya, dilengkapi dengan banyak rambut yang panjangnya 0,8-2 cm.","https://storage.googleapis.com/herbitionalbucket/foto_obat/sintrong.jpg"
"246","Sirih","Sakit Mata, Pendarahan Gusi, Keputihan, dan Mimisan.","Pada penggunaan jangka lama dapat menyebabkan gigi berwarna hitam dan karsinoma rongga mulut. Meskipun belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi daun sirih. Sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter","Tanaman merambat ini bisa mencapai tinggi 15 m. Batang berwarna cokelat kehijauan, berbentuk bulat, beruas, dan merupakan tempat keluarnya akar. Daun tunggal berbentuk jantung, berujung runcing, tumbuh berselang-seling, bertangkai, dan mengeluarkan bau sedap bila diremas. Panjang 5-8 cm dan lebar 2-5 cm. Bunga majemuk berbentuk bulir dan terdapat daun pelindung 21 mm berbentuk bulat panjang. Pada bulir jantan, panjangnya sekitar 1,5-3 cm dan terdapat dua benang sari yang pendek, sedangkan pada bulir betina panjangnya sekitar 1,5-6 cm terdapat kepala putik 3-5 buah berwarna putih dan hijau kekuningan. Buah buni berbentuk bulat berwarna hijau keabu-abuan.

","https://storage.googleapis.com/herbitionalbucket/foto_obat/sirih.jpg"
"247","Sirih Merah","Tumor dan Kanker.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi daun sirih merah. Namun, sebaiknya wanita hamil dan menyusui jangan mengkonsumsinya dan bagi anak- anak jangan mengkonsumsi berlebihan sebelum berkonsultasi ke herbalis atau dokter","Tumbuhan herba merambat dengan permukaan daun berwarna merah keperakan dan mengilap saat tertimpa cahaya. Berbatang bulat dengan warna hijau keunguan. Bentuk daun menyerupai hati dan bertangkai, bagian ujung daun meruncing, tumbuh berselang-seling dari batangnya. Daun dengan panjang hingga 20 cm, kaku, dan tebal. Perbedaan dengan sirih hijau selain daunnya berwarna merah keperakan, bila daunnya disobek maka akan berlendir serta aromanya lebih wangi.","https://storage.googleapis.com/herbitionalbucket/foto_obat/sirih-merah.jpg"
"248","Sirsak","Batu Empedu, Sembelit, Asam Urat, Meningkatkan Nafsu Makan, Sakit Kulit, dan Bisul.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi buah dan daun sirsak. Namun, sebaiknya beberapa hal ini perlu diperhatikan sebagai sikap kewaspadaan.

1. Bagi yang sedang hamil dan menyusui: jangan mengonsumsi buah dan daun sirsak secara berlebihan, atau sebaiknya digunakan sebagai obat herbal luar saja.

2. Bagi anak-anak: sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Perdu berkayu dan berbatang keras. Daun memanjang, bentuk lanset atau bulat telur terbalik, ujung meruncing pendek. Bunga berdiri sendiri berhadapan dengan daun, mahkota berdaging dengan tiga yang terluar berwarna hijau kemudian berubah kuning dengan panjang 3,5 – 5cm, sedangkan tiga yang terdalam bulat telur, berwarna kuning muda. Buah majemuk tidak beraturan, daging buah lunak atau lembek, berwarna putih dan berserat. Biji banyak, hitam pipih.","https://storage.googleapis.com/herbitionalbucket/foto_obat/sirsak.jpg"
"249","Sisus","Sakit Perut, Bengkak, dan Asma.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi daun dan batang muda sisus. Sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Tanaman berbentuk semak merambat dengan batang bulat berwarna merah mencapai 15 m dan bersulur. Daun berhadapan, berbentuk bulat telur atau bulat memanjang hingga lanset dengan pangkal melekuk membentuk hati; berwarna hijau gelap, keabuan, atau pink bagian permukaan atasnya; dan merah marun pada bagian permukaan bawah. Buah berbentuk bulat kecil dan berwarna hitam.","https://storage.googleapis.com/herbitionalbucket/foto_obat/sisus.jpg"
"250","Soka Jawa","Hipertensi, Haid Tidak Teratur, Antitumor, Lebam, dan Terkilir.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi dari konsumsi maupun efek samping tanaman soka. Namun, sebaiknya beberapa hal ini perlu diperhatikan sebagai sikap kewaspadaan.

1. Bagi yang sedang hamil dan menyusui: jangan mengonsumsinya.

2. Bagi anak-anak: sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dok","Semak dengan tinggi mencapai 2 m, berbatang tegak, berkayu bulat, dengan percabangan simpodial. Berdaun lebar, tunggal, berbentuk lonjong, pangkal meruncing, tepi rata, ujung runcing Bunga berupa majemuk dengan tandan ramping membentuk seperti payung, di ujung batang, kuntum bunga berwarna merah, berkelamin dua, kelopak bentuk corong, benang sari empat, kepala sari melekat pada mahkota.","https://storage.googleapis.com/herbitionalbucket/foto_obat/soka-jawa.jpg"
"251","Songgo Langit","Rasa Nyeri, Kaku, dan Rematik.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi daun gletangan. Sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Herba dengan batang tegak lurus, bulat, dan berbulu warna putih. Daun majemuk menyirip genap, berhadapan silang, bentuk daun bulat telur dengan tepi agak menoreh dan permukaan berbulu kasar Bunga di ujung percabangan, bunga pita berwarna putih dengan 2-3 cangap dan bunga tengahnya berwarna kuning. Buah atau biji berbentuk silindris, cokelat kehitaman, dan bulu-bulunya berwarna pucat keabu-abuan.","https://storage.googleapis.com/herbitionalbucket/foto_obat/songgo-langit.jpg"
"252","Sangketan","Sakit Pinggang dan Sakit Perut.","Herba liar ini termasuk kelompok tumbuhan mint yang banyak dikenal sebagai bahan obat-obatan. Sangketan termasuk tumbuhan endemik tropis yang oleh beberapa negara Asia Tenggara digunakan sebagai tanaman hias sekaligus bahan obat alami, tetapi saat ini mulai sulit ditemukan di alam. Di antara suku Kalanguya dari Tinoc, Ifugao, daun yang telah dihancurkan digunakan untuk mengobati luka bakar dan kudis. Benihnya dapat dimakan untuk mengusir cacing dari perut.","Terna dapat mencapai tinggi hingga im. Batang bersegi empat. Daun membundar telur lonjong dengan pinggiran bergigi menggergaji. Perbungaan berupa tandan yang tertutup rapat oleh bulu-bulu biasa dan bulu kelenjar, panjang 6-18 cm, mahkota bunga berwarna ungu kemerahan 2-2,5 cm panjangnya.","https://storage.googleapis.com/herbitionalbucket/foto_obat/sangketan.jpg"
